OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-PGN001.19,"MID CHANNEL, OFF GATLING PT.",Estuary,,02080206,,,,,36.9964000000,-76.5842000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,093,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-PGN003.57,100 METERS FROM MARKER #19,Estuary,,02080206,,,,,36.9947000000,-76.6219000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,093,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-PGN005.46,RT. 10 BRIDGE,Estuary,,02080206,,,,,36.9885000000,-76.6309000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,093,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-PGN006.65,CONFLUENCE WITH MT. HOLLY CREEK,Estuary,,02080206,,,,,36.9883000000,-76.6478000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,093,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-PGN008.42,OFF MOUTH OF CANAL RUN,Estuary,,02080206,,,,,37.0067000000,-76.6633000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,093,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-PGN010.07,"RT. 677 BRIDGE, NW OF SMITHFIELD",River/Stream,,02080206,,,,,37.0245000000,-76.6719000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,093,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-PLC001.49,d.s. Ashwood Blvd. bridge,River/Stream,,02080204,,,,,38.1051000000,-78.4352000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,003,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-PNY005.29,RT. 151 BRIDGE AT GAGING STATION NELSON/,River/Stream,02027500,02080203,,,,,37.7025000000,-79.0275000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,009,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-POL003.66,Pedlar River @ Rt. 130 Elon Road,River/Stream,,02080203,,,,,37.5425000000,-79.2538000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,009,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-POT000.12,RT. 18 BRIDGE,River/Stream,"JU20,  7.1 r-mi below gauge 02014000",02080201,,,,,37.7517000000,-79.9969000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,580,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-POW000.60,COLONIAL PARKWAY BRIDGE (JAMES CITY COUN,Estuary,,02080206,,,,,37.2236000000,-76.7781000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,095,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-PRD000.21,Rt. 600 Bridge at Watts,River/Stream,,02080204,,,,,38.1347000000,-78.3956000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,003,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-PRG000.02,Upstream of confluence with NF Moormans,River/Stream,,02080204,,,,,38.1404000000,-78.7514000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,003,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-PWL005.73,Powell Creek at Rt. 10,River/Stream,,02080206,,,,,37.2488000000,-77.1523000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,149,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-PWT001.97,"Powhite Cr,Just DS of Powhite/Chippenham",River/Stream,2006 Probabilistic Monitoring Station,02080205,,,,,37.5242000000,-77.5270000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,760,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-RAM000.26,Rt. 629 Bridge,River/Stream,,02080202,,,,,38.2442000000,-79.3348000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,015,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-RAM002.89,u.s. Co. Rt. 716 bridge,River/Stream,,02080202,,,,,38.2757000000,-79.3354000000,24000,100,ft,GPS-Unspecified,NAD83,0,ft,,,Other,UNKWN,US,51,015,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-RAM007.29,~1.5 Air Mi. u.s. Rt. 250 at Mtn. House,River/Stream,,02080202,,,,,38.3227000000,-79.3464000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,015,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-RFD002.58,"ROCKY FORD CREEK, Rt. 603 BRIDGE",River/Stream,,02080207,,,,,37.4922000000,-77.8744000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,145,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-RFN002.83,Rt. 635 Bridge at Greenfield,River/Stream,,02080203,,,,,37.9342000000,-78.8253000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,125,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-RHC000.58,Rohoic Creek At Rt. 460,River/Stream,"Lat/Long corrected to Rt. 460, msa 7/10/2014.",02080207,,,,,37.2173000000,-77.4442000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,730,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-RKI003.40,RT. 723 BRIDGE - BUCKINGHAM COUNTY,River/Stream,,02080203,,,,,37.7343000000,-78.5555000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,029,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-RKR000.02,RT. 654 BRIDGE (NELSON COUNTY),River/Stream,,02080203,,,,,37.6453000000,-78.8383000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,125,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-RND000.32,Randolph Creek @ Rt. 613 Bridge,River/Stream,,02080205,,,,,37.6289000000,-78.2286000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,049,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-RND004.39,Randolph Creek @ Rt. 717,River/Stream,Formerly PL-21B,02080205,,,,,37.6308000000,-78.2817000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,029,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-RRS001.81,"at soccer park off Rt. 643, river left",River/Stream,,02080204,,,,,38.0951000000,-78.4448000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,003,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-RVN015.97,DGIF Boat Launch upstr of Rt. 15 Br.,River/Stream,CB NON TIDAL Collocated with gauge 02034000,02080204,,,,,37.8581000000,-78.2669000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,065,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SBE001.98,OFF ATLANTIC WOOD N. OF RR BRIDGE,Estuary,CB CORE,02080208,,,,,36.8127000000,-76.2908000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,740,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SBE006.26,OFF VIRGINIA POWER,Estuary,CB CORE PLANKTON,02080208,,,,,36.7650000000,-76.3000000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,550,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SBT000.17,Rt. 240 Bridge (Crozet Avenue),River/Stream,Colocated with RCA site 2-SLB-SLB01-SW.,02080204,,,,,38.0568000000,-78.6994000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,003,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SFT005.57,"Swift Creek at Sherwood Drive, Col. Hts.",Riverine Impoundment,"Fish Kill investigation site 7 12 2013. Level codes changed from targeted/IR to Ambnt/TMDL as station will be used for TMDL PCB sample collection - 2/11/20, MWC",02080207,,,,,37.2758000000,-77.4153000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,570,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SFT019.15,RT. 655 BRIDGE,River/Stream,,02080207,,,,,37.3678000000,-77.5178000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,041,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SFT025.32,"SWIFT CR, RT. 653 BRIDGE",River/Stream,,02080207,,,,,37.3954000000,-77.5970000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,041,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SGL001.00,"RT. 642, WILROY RD. BRIDGE",Estuary,,02080208,,,,,36.7439000000,-76.5631000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,800,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SIN002.70,Ray Property,River/Stream,Ray Property Contact 434-823-4939,02080204,,,,,38.1090000000,-78.6491000000,0,24000,ft,Interpolation-Map,NAD83,560,ft,,,Topographic Map Interpolation,SEALV,US,51,003,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SLT003.68,RT. 676 BRIDGE,River/Stream,Old Gage# 02030500,02080203,,,,,37.7027000000,-78.3768000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,029,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SLT014.52,"SLATE R., RT 622",River/Stream,,02080203,,,,,37.6456000000,-78.4533000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,029,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SLT030.19,Slate River @ Rt. 60 Downstream Side,River/Stream,Formerly PL-1A,02080203,,,,,37.5522000000,-78.5653000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,029,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SLT036.92,Slate River @ Rt 746,River/Stream,,02080203,,,,,37.4936000000,-78.6175000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,029,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SMR001.52,OFF FOREST RD 41 AT PARKING AREA,River/Stream,,02080202,,,,,37.9242000000,-79.1378000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,015,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SNJ000.19,"STONY RUN, FALCON BRIDGE RD",River/Stream,PRE TMDL DO RUN STATION 2002,02080205,,,,,37.6172000000,-77.5928000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,087,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SNJ001.88,"STONY RUN, CHURCH RD",River/Stream,PRE TMDL DO RUN STATION 2002,02080205,,,,,37.6364000000,-77.6064000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,087,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SOL001.00,Solomons Creek at Rt. 621,River/Stream,for 2007 watershed cycle; Watershed changed from H37R to H33R - JVP 8/19/09,02080205,,,,,37.6133000000,-77.9437000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,145,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SPC001.07,u.s. Co. Rt. 627 Bridge,River/Stream,,02080203,,,,,37.8839000000,-78.8993000000,24000,100,ft,GPS-Unspecified,NAD83,0,ft,,,Other,UNKWN,US,51,125,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SPC002.12,Reed property adj. Spruce Creek Lane,River/Stream,,02080203,,,,,37.8906000000,-78.9155000000,24000,100,ft,GPS-Unspecified,NAD83,0,ft,,,Other,UNKWN,US,51,125,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SPN005.08,Dnstr of confluence with NF Simpson Cr,River/Stream,,02080201,,,,,37.8472000000,-79.6778000000,0,0,None,Interpolation-Map,NAD83,0,None,,,Other,OTHER,US,51,005,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-SPO002.00,Along North Br Trail,River/Stream,,02080201,,,,,37.8469000000,-79.6642000000,0,0,None,Interpolation-Map,NAD83,0,None,,,Other,OTHER,US,51,005,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-STG000.79,"Stegers Cr, end of Rt. 625 between lakes",River/Stream,2009 AW site; Watershed changed from H39R to H33R - JVP 8/20/09,02080205,,,,,37.5764000000,-77.9938000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,145,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-STJ002.00,Deep Creek Blvd bridge,Estuary,Elizabeth River PCB Study,02080208,,,,,36.7895000000,-76.3379000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,550,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-TBM000.80,Troublesome Creek @ Rt. 631,River/Stream,Formerly PL-1B,02080203,,,,,37.5697000000,-78.5317000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,029,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-TPN003.59,TURPIN CR @ RT 631,River/Stream,2008 SLATE TMDL,02080203,,,,,37.5925000000,-78.4808000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,029,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-TYE000.30,"RT. 626 BRIDGE, ABOVE CONFL. WITH JAMES",River/Stream,,02080203,,,,,37.6425000000,-78.8125000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,125,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-TYE008.77,Rt. 654 Bridge,River/Stream,,02080203,,,,,37.6342000000,-78.9028000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,125,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-TYE020.67,RT. 56/158 Bridge at Gaging Station,River/Stream,Collocated with gauge 02027000,02080203,,,,,37.7153000000,-78.9817000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,125,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-TYE032.15,Rt. 56 Bridge @ rt. 814 intersection,River/Stream,,02080203,,,,,37.8272000000,-79.0156000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,125,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-UPM000.26,Upham Brook at Rt. 627 Meadowbridge Rd.,River/Stream,James River bacterial TMDL station 2006,02080206,,,,,37.6103000000,-77.4089000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,087,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-UPM008.76,Upham Brook at Bethlehem Rd.,River/Stream,James River bacterial TMDL station 2006,02080206,,,,,37.6064000000,-77.5097000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,087,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-WBE002.11,CHURCHLAND RD. ON RT. 17 BRIDGE,Estuary,CB CORE,02080208,,,,,36.8428000000,-76.3631000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,740,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-WBE004.44,OFF DRUM POINT,Estuary,CB CORE,02080208,,,,,36.8292000000,-76.3958000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,550,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-WIC000.40,"ROUTE 605 BRIDGE, NEAR RIVERVILLE-APPOMA",River/Stream,,02080203,,,,,37.5067000000,-78.8978000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,011,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-WLS004.27,WILLIS R @ Rt. 605 BRIDGE,River/Stream,,02080205,,,,,37.6883000000,-78.1436000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,049,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-WLS025.32,WILLIS R @ Rt. 622 BRIDGE,River/Stream,,02080205,,,,,37.5547000000,-78.2889000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,049,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-WLS030.32,wILLIS R@ Forest Rd. betwn Rt.629 & 626,River/Stream,,02080205,,,,,37.5164000000,-78.3183000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,049,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-WLS042.78,Willis River @ rt 600,River/Stream,new trend in response to TMDL IP monitoring request,02080205,,,,,37.4358000000,-78.4083000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,029,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-WRD005.40,Wards Creek at RT. 10 BRIDGE,River/Stream,,02080206,,,,,37.2163000000,-77.0812000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,149,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-WTK001.50,RT. 622 BRIDGE,River/Stream,Steep bank at culvert; able to walk approximately 100 meters west of culvert to less steep section and walk just below bank back to stream- mwc,02080207,,,,,37.2533000000,-77.7389000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,007,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-WTN001.23,Walton Fork Creek @ rt 657,River/Stream,,02080203,,,,,37.6161000000,-78.5383000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,029,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-WTN002.50,Walton Fork @ Rt 658,River/Stream,,02080203,,,,,37.6144000000,-78.5547000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,029,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-WWK003.98,PIER AT END OF RT. 173 DENBIGH,Estuary,,02080206,,,,,37.1233000000,-76.5692000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,700,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-XJV000.25,Helt Lane Private Property,River/Stream,Bob and Sharon Helt (434) 823-2422,02080204,,,,,38.0720000000,-78.6928000000,0,1,mi,Interpolation-Map,NAD83,1,mi,,,Other,OTHER,US,51,003,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-XYT000.04,UT- Stony Run DSS Barrington fuel spill,River/Stream,"Below Barrington Plantation Pipeline spill, affected station.",02080205,,,,,37.6368000000,-77.6057000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,087,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-XYT000.29,UT- Stony Run USS Barrington fuel spill,River/Stream,"Upstream of Barrington Plantation pipeline spill, background unaffected station.",02080205,,,,,37.6380000000,-77.6019000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,087,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-2-YST001.58,Upstr of Yellowstone Road,River/Stream,,02080201,,,,,37.4988000000,-79.6396000000,0,100,ft,Interpolation-Map,NAD83,0,None,,,Other,OTHER,US,51,023,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-BDA000.93,Rt. 634,River/Stream,"Watershed station CY16, CY20 -  jst",02080103,,,,,38.3506000000,-78.1318000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,113,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-BLA002.31,Black Swamp at Rt. 644,River/Stream,Pre-TMDL station for pH,02080104,,,,,38.1228000000,-76.8283000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,193,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-BLK002.54,Black Water Sw at Rt 635,River/Stream,2006 TMDL station; watershed corrected 2/8/06 by JVP,02080104,,,,,38.0303000000,-77.0747000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Other,UNKWN,US,51,057,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-BLU000.80,Rt. # 641  (Liberty Mills Rd),River/Stream,TMDL station FY05 (BST);  Watershed station CY07/08; TMDL follow-up station CY14  -  jst,02080103,,,,,38.2375000000,-78.1989000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,137,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-3-BLU002.60,Rt. # 20  (Constitution Hwy),River/Stream,Removed as a trend station on 1/24/03 - BHT;  TMDL station FY05;  TMDL follow-up station CY14  -  jst,02080103,,,,,38.2236000000,-78.2143000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,51,137,,,,,,,,,STORET
